-163118437, 147118848, 59221344
-162285581, 147636484, 60323388
-161466957, 144917514, 60998760
-160652170, 142590500, 60298345
-162154674, 148316112, 60522912
-163659435, 148971381, 62038746
-162821542, 147597534, 62701008
-161988894, 146513250, 64157562
-163518288, 149336082, 65395530
-165041004, 149923500, 65363256
-166557947, 151218688, 64425024
-168106662, 155352894, 66474797
-169666531, 157719510, 67248548
-171268417, 162681695, 70207995
-172875920, 163696632, 72005892
-174481167, 165761624, 70707043
-176111909, 169234094, 72824598
-177776028, 174454560, 74000737
-179441618, 175546896, 74960800
-181100566, 175749217, 75597507
-182761858, 177179856, 76230760
-184399779, 177027064, 73962035
-186021912, 176009680, 74443884
-187636486, 177432003, 73019155
-189248871, 177841510, 74155880
-190874158, 180180286, 75613995
-192536547, 184779360, 78873392
-194192384, 185741085, 78346576
-195831016, 185443944, 77378280
-197487083, 188229825, 79249912
-199167496, 193517252, 79047168
-200851985, 195730274, 78993819
-202535392, 198104850, 77619512
-204215702, 197932461, 79442285
-205888792, 198758696, 78940872
-207560616, 199186110, 80280018
-209249203, 203433692, 80134402
-210965569, 206283455, 84425595
-212717007, 210446808, 88532400
-214461527, 210923848, 88633376
-216207945, 213510772, 87708648
-217962430, 215171043, 89469384
-219719851, 216974720, 89897696
-221484506, 218675674, 91444725
-223277268, 222789690, 94358842
-225073218, 224501856, 95030826
-226876629, 226700152, 96009204
-228663948, 225822300, 95882071
-230454699, 226814598, 97611540
-229595021, 213748260, 100661946
-228754145, 209344360, 101062448
-227882851, 208672763, 95275331
-227029302, 205681842, 97365528
-226206631, 203706377, 104007710
-225367754, 203991360, 102912284
-224511031, 204387504, 101609721
-222841374, 200697604, 94262884
-221973054, 200577077, 96990117
-221114058, 198549624, 98474404
-219461562, 194184620, 94727004
-218601323, 195616652, 97579762
-217725423, 196640496, 97830348
-216009642, 199050232, 96685120
-214344483, 193584869, 90804180
-212680996, 192684000, 89426772
-211009675, 191306613, 91035240
-209366938, 187479148, 87980724
-207764242, 182166810, 84687578
-206185204, 178734806, 82319864
-204569759, 180587495, 85473234
-202959109, 178581744, 85214770
-201310597, 180436685, 88558193
-199631817, 181346496, 91585776
-197958797, 179872713, 90193229
-197086255, 179576880, 93514200
-195406993, 177691762, 91005208
-193761277, 174055536, 86884344
-195445140, 177560129, 92264604
-197131895, 178321500, 94170840
-198834999, 180947274, 96131910
-200579979, 185732024, 100511840
-202309127, 187983796, 95767056
-204022310, 187763328, 94950872
-205715285, 187561270, 93071617
-207411106, 187083962, 96975216
-209120290, 190873326, 96520610
-210836884, 192658260, 97904364
-212559844, 194750450, 98570670
-214297572, 197540700, 100148020
-216025496, 197560246, 100279142
-217785860, 202642904, 102524880
-219574611, 208388907, 102842412
-221376863, 212044756, 102931796
-223208862, 216228255, 106185654
-225073107, 220700532, 109677512
-226954647, 222498516, 113766240
-228832851, 223585010, 113924814
-230714656, 224738868, 115683191
-232592766, 226060640, 115377288
-234517633, 233600696, 118008819
-236453480, 235794078, 120082000
-238386798, 237099311, 120158971
-240302595, 236515716, 119354256
-242271596, 244130535, 123823766
-244298959, 252047428, 129287270
-246340018, 255878402, 129757515
-248403263, 261682848, 129435904
-250444242, 261813617, 126389002
-252538770, 269879080, 130807032
-254589440, 264106935, 131101915
-256637756, 263890828, 133657420
-258739219, 272956978, 136679697
-260858247, 277195572, 137798900
-262980617, 281007300, 135869482
-265129973, 285260624, 139539048
-267377417, 297911532, 149546920
-269624288, 299616720, 149925846
-271843403, 298040907, 147939894
-274083507, 302436360, 150053736
-276336324, 306203673, 150931596
-278633637, 314939898, 153055980
-280970353, 322244517, 156046407
-283290021, 322268640, 154552576
-285631017, 327724540, 155476776
